train_loss,eval_loss
0.9377375183952686,0.24618245661258698
0.6095964023084922,0.24526698887348175
0.5344098625233271,0.24420806765556335
0.5141960034415446,0.24436607956886292
0.49895527765963316,0.24454368650913239
0.49085221829926995,0.2438594400882721
0.48213496991001825,0.2436608374118805
0.47341990509881793,0.24352476000785828
0.468316814250547,0.24339500069618225
0.4593553441413821,0.2420918047428131
0.4485553808591723,0.24180994927883148
0.43703387486462714,0.2404181957244873
0.4276136482345866,0.23961718380451202
0.41409479459244874,0.23910550773143768
0.4077679472772599,0.2385539710521698
0.39251468021071234,0.23806412518024445
0.3832073682567756,0.23710224032402039
0.37131265828677346,0.23644302785396576
0.36169281314038587,0.23670779168605804
0.3552793534892537,0.23603713512420654
0.34509289270506865,0.23598188161849976
0.33737096906856756,0.2360328584909439
0.33174084581883245,0.23558646440505981
0.32446243614401166,0.23537138104438782
0.3180650723442447,0.2352389395236969
0.31102258330675275,0.23545746505260468
0.3053539949457841,0.23496325314044952
0.29834735934148354,0.2349947988986969
0.29385954630811145,0.23496371507644653
0.2873363659628581,0.23462706804275513
0.2816650354241998,0.2345898449420929
0.27844718267006996,0.2345426231622696
0.2716329451971773,0.23468488454818726
0.26960121748163335,0.2343273013830185
0.26425718026981326,0.23446251451969147
0.26059393882887166,0.23457995057106018
0.2577071044781171,0.23421424627304077
0.2540505881834078,0.23419688642024994
0.2511898207219683,0.2342214733362198
0.24724000670655738,0.23417921364307404
0.24576701614462937,0.23408186435699463
0.2430281142865599,0.2338833063840866
0.24103973469157,0.23379741609096527
0.23850353828151397,0.23380134999752045
0.23641599508050967,0.2338062971830368
0.23359470259101112,0.2339399755001068
0.23225022293827238,0.23383311927318573
0.23128998006788293,0.23377570509910583
0.22913287624393938,0.23362880945205688
0.22595058397555645,0.2336612045764923
0.22597614349968778,0.2339254468679428
0.22321878805830847,0.23370972275733948
0.22215063883308778,0.23382779955863953
0.22555847404213292,0.23375339806079865
0.21984089264457624,0.23386907577514648
0.2170759325222815,0.2339859902858734
0.2154414001168066,0.23422908782958984
0.21297690870048924,0.2340555340051651
0.21369569764995341,0.23425255715847015
0.21138138026656136,0.23421721160411835
0.20944898602155615,0.23438452184200287
0.20847017868833354,0.23453302681446075
0.20622707727726583,0.23468859493732452
0.20607486648850737,0.23464298248291016
0.2047296167458436,0.2347358912229538
0.20218614067230944,0.23497352004051208
0.2022160789777919,0.2348775714635849
0.2014653498668972,0.23522086441516876
0.1992118186228823,0.2352699637413025
0.1983218903091959,0.23527830839157104
0.19691717085439964,0.23547279834747314
0.19649901169800754,0.23576772212982178
0.19486935192539123,0.23571600019931793
0.19353681632611855,0.23577356338500977
0.19188064404069075,0.23616662621498108
0.19131952302081887,0.23618006706237793
0.19040522133443002,0.23626479506492615
0.1886736252835089,0.23634640872478485
0.18816714008792984,0.23627729713916779
0.18654247877513705,0.23681272566318512
0.18541174067435728,0.23684193193912506
0.18394774900580774,0.23694705963134766
0.18343908958225597,0.23720362782478333
0.18180039384233782,0.2373981475830078
0.18136695235370562,0.23754581809043884
0.17914652828972763,0.23756618797779083
0.17862512051696358,0.2377401888370514
0.17816149161877168,0.23784410953521729
0.17535081678312958,0.23812951147556305
0.1745043421296997,0.23815719783306122
0.1733089296024384,0.23822307586669922
0.17250712110012473,0.23834455013275146
0.17166289177428976,0.23851974308490753
0.1734494310872275,0.23864389955997467
0.16919925515697068,0.23870353400707245
0.16769826060269555,0.23903518915176392
0.1671216154811001,0.23914924263954163
0.16567548918923466,0.23924943804740906
0.1639489058793688,0.23939719796180725
