train_loss,eval_loss
0.778634437717543,0.2776515781879425
0.662937390813147,0.27663949131965637
0.6471275883561081,0.2746634781360626
0.64999343313711,0.2696279287338257
0.7243092791862968,0.2637448012828827
0.6757634386687362,0.28124621510505676
0.6385091438992349,0.27317485213279724
0.6163290937334025,0.27172771096229553
0.6352874985818917,0.27308031916618347
0.6330706477999413,0.27089253067970276
0.6046397785654726,0.2624027729034424
0.7368725737031161,0.2756826877593994
0.6330543276432479,0.2774563729763031
0.6216041711836117,0.2738260328769684
0.6144279821091646,0.27251195907592773
0.6185242414788737,0.2732929587364197
0.6078073537031451,0.27892011404037476
0.6093424966333125,0.2699729800224304
0.5902620331799908,0.2712287902832031
0.5913679808089681,0.2717585861682892
0.5322482976262555,0.2740001082420349
0.507674202476371,0.26972588896751404
0.5001943462028345,0.2789294421672821
0.5076845614613816,0.26512816548347473
0.510789286623069,0.27304330468177795
0.47598849396347037,0.2681308686733246
0.44919723291007196,0.2708147168159485
0.4503653492521426,0.26141032576560974
0.42657419402420843,0.2618978023529053
0.4260775032736064,0.26901954412460327
0.41804448992036786,0.265609472990036
0.3872066925812593,0.26963865756988525
0.38664991374504665,0.26831579208374023
0.3583277242313899,0.26426562666893005
0.33771277011437856,0.2676730453968048
0.33533516631767357,0.26012030243873596
0.316629613564704,0.2649834156036377
0.3030122765128506,0.26321226358413696
0.2985834660608481,0.26124510169029236
0.28917249735056255,0.26625481247901917
0.2894851971716203,0.2561763823032379
0.30704052014807753,0.25994765758514404
0.2840301411852035,0.2589484751224518
0.2721715170912947,0.2588433027267456
0.2761716604394198,0.2621227502822876
0.2660668514114719,0.25380373001098633
0.26009161440209927,0.2703377306461334
0.262509373147212,0.2658107578754425
0.2691114629538833,0.25769898295402527
0.2607384230284466,0.268356055021286
0.24282725444449216,0.2615419626235962
0.23531197364830578,0.27111533284187317
0.24631753290483466,0.2761037051677704
0.2653010573499533,0.27450162172317505
0.22149605111267553,0.2928321063518524
0.21786058705180106,0.2821379601955414
0.26798859757479804,0.2790378928184509
0.21891387695206638,0.2782684862613678
0.20714781193742585,0.2780808210372925
0.19871044486669676,0.28308793902397156
0.2034067295553117,0.2774980366230011
0.19214654557072655,0.27717143297195435
0.1967228320770057,0.25396597385406494
0.18394028876745286,0.2804703712463379
0.17304832479513702,0.2759178876876831
0.1682754704457325,0.2813277244567871
0.18851839372648235,0.29224246740341187
0.174496760697424,0.2794405221939087
0.15692341295299492,0.2860092520713806
0.14836542133650416,0.25903481245040894
0.15365619633455355,0.29604071378707886
0.14509672944525406,0.29229652881622314
0.13512569607158356,0.3137495219707489
0.1279662083321611,0.2951796352863312
0.1401263274498101,0.3355996608734131
0.13924604373115565,0.2810664474964142
0.11362863238072422,0.28538262844085693
0.10723399547817174,0.2929907441139221
0.10162199694531873,0.3525531589984894
0.1088123595107781,0.2760937511920929
0.11888684532662248,0.2777516841888428
0.09781712444636262,0.29552406072616577
0.11805279510027152,0.32076817750930786
0.1335069952672633,0.2707623243331909
0.08993100448128727,0.33141326904296875
0.07106214236722333,0.2982419729232788
0.0678891329588997,0.3707510828971863
0.07298349039700522,0.33193475008010864
0.0748281355415888,0.29205620288848877
0.062014342916906565,0.28087690472602844
0.05805114503147115,0.3027559518814087
0.09288814208410291,0.2720567286014557
0.11586837456504488,0.3076351284980774
0.08935486207904716,0.2727683186531067
0.06432469728562776,0.30021610856056213
0.058216514793636015,0.2863827645778656
